Trip ID,Destination,Start date,End date,Duration (days),Accommodation type,Accommodation cost,Transportation type in the city,Transportation cost,Rating,Average Trip Cost,Photos URL
614,Dawsonburgh,2023-11-04,2025-03-17,11,Resort,1206,Uber,37,2.6,621.5,https://unsplash.com/s/photos/dawsonburgh
615,Lake Codystad,2023-11-22,2025-04-03,5,Hostel,2539,Rental,109,4.7,1324.0,https://unsplash.com/s/photos/lake-codystad
616,Michaelburgh,2024-06-12,2025-02-24,8,Hostel,602,Rental,244,3.0,423.0,https://unsplash.com/s/photos/michaelburgh
617,West Patricia,2024-03-31,2025-05-14,9,Hostel,1934,Train,280,2.3,1107.0,https://unsplash.com/s/photos/west-patricia
618,West Peggy,2024-04-30,2024-12-25,7,Hotel,1783,Uber,22,3.7,902.5,https://unsplash.com/s/photos/west-peggy
619,East Amber,2023-09-19,2025-05-29,3,Hotel,1793,Train,158,4.7,975.5,https://unsplash.com/s/photos/east-amber
620,Harrisfurt,2024-08-16,2025-02-21,10,Resort,1349,Train,290,4.3,819.5,https://unsplash.com/s/photos/harrisfurt
621,Amandamouth,2024-07-03,2024-10-02,6,Villa,2084,Train,94,1.9,1089.0,https://unsplash.com/s/photos/amandamouth
622,East Chasebury,2024-05-23,2025-05-27,9,Villa,2942,Public Transportation,29,1.5,1485.5,https://unsplash.com/s/photos/east-chasebury
623,Port Robert,2024-05-20,2025-08-09,3,Resort,1177,Uber,76,1.2,626.5,https://unsplash.com/s/photos/port-robert
624,West Pamela,2024-06-11,2025-05-20,12,Hotel,185,Rental,396,3.3,290.5,https://unsplash.com/s/photos/west-pamela
625,Amandashire,2024-03-31,2024-11-19,13,Villa,360,Public Transportation,43,2.6,201.5,https://unsplash.com/s/photos/amandashire
626,New Debbie,2024-01-18,2024-11-28,9,Hostel,611,Train,237,3.9,424.0,https://unsplash.com/s/photos/new-debbie
627,Rossside,2024-01-06,2025-04-18,13,Resort,703,Public Transportation,40,4.1,371.5,https://unsplash.com/s/photos/rossside
628,Courtneyshire,2023-10-08,2024-11-11,9,Hostel,2793,Uber,49,2.6,1421.0,https://unsplash.com/s/photos/courtneyshire
629,North Rogerbury,2023-11-18,2025-05-12,4,Resort,1566,Public Transportation,24,1.8,795.0,https://unsplash.com/s/photos/north-rogerbury
630,Paulport,2024-04-16,2025-02-20,5,Hostel,2797,Public Transportation,50,1.4,1423.5,https://unsplash.com/s/photos/paulport
631,North Rhondabury,2024-05-16,2025-06-27,11,Villa,1356,Uber,40,3.8,698.0,https://unsplash.com/s/photos/north-rhondabury
632,Michaelfurt,2023-09-24,2024-11-15,9,Airbnb,1151,Rental,483,4.6,817.0,https://unsplash.com/s/photos/michaelfurt
633,Lauraton,2023-09-26,2024-12-01,4,Hotel,2031,Train,66,3.1,1048.5,https://unsplash.com/s/photos/lauraton
634,Smithfort,2024-02-24,2025-04-22,6,Hotel,1181,Public Transportation,47,3.6,614.0,https://unsplash.com/s/photos/smithfort
635,New Sophia,2024-05-09,2025-08-03,11,Hotel,1414,Uber,25,4.6,719.5,https://unsplash.com/s/photos/new-sophia
636,Mendezville,2024-09-03,2025-02-20,13,Resort,419,Public Transportation,35,4.0,227.0,https://unsplash.com/s/photos/mendezville
637,West Nicholasfurt,2023-12-20,2025-01-15,6,Resort,606,Rental,231,3.5,418.5,https://unsplash.com/s/photos/west-nicholasfurt
638,Petersonfurt,2024-04-09,2025-05-15,11,Airbnb,938,Rental,164,3.8,551.0,https://unsplash.com/s/photos/petersonfurt
639,Port Sean,2023-11-23,2025-07-29,7,Hostel,2557,Train,163,2.2,1360.0,https://unsplash.com/s/photos/port-sean
640,South Jack,2023-12-13,2024-12-04,8,Villa,1972,Public Transportation,21,2.8,996.5,https://unsplash.com/s/photos/south-jack
641,Jenningsbury,2024-02-17,2025-08-01,7,Airbnb,376,Rental,212,4.4,294.0,https://unsplash.com/s/photos/jenningsbury
642,Port Chadburgh,2024-07-09,2024-12-15,10,Hostel,1430,Public Transportation,46,3.8,738.0,https://unsplash.com/s/photos/port-chadburgh
643,South Shelby,2024-06-21,2024-09-13,7,Hotel,673,Public Transportation,28,1.5,350.5,https://unsplash.com/s/photos/south-shelby
644,East Bryanland,2023-11-10,2024-09-14,3,Airbnb,2030,Uber,64,1.5,1047.0,https://unsplash.com/s/photos/east-bryanland
645,South Kurt,2023-12-14,2025-09-07,7,Airbnb,1072,Rental,404,2.7,738.0,https://unsplash.com/s/photos/south-kurt
646,West Jaredview,2024-08-08,2025-05-05,3,Hostel,1361,Train,273,2.3,817.0,https://unsplash.com/s/photos/west-jaredview
647,Robertofort,2024-01-02,2024-12-01,8,Hostel,1210,Public Transportation,43,4.2,626.5,https://unsplash.com/s/photos/robertofort
648,Lake Danielleburgh,2023-09-19,2025-03-07,12,Airbnb,2391,Rental,368,4.1,1379.5,https://unsplash.com/s/photos/lake-danielleburgh
649,Smithberg,2024-05-12,2025-09-10,7,Villa,1475,Rental,392,2.7,933.5,https://unsplash.com/s/photos/smithberg
650,Michellebury,2023-09-13,2025-09-01,6,Hotel,427,Rental,281,1.3,354.0,https://unsplash.com/s/photos/michellebury
651,Jonesmouth,2024-09-10,2025-05-16,6,Hotel,1548,Rental,374,4.1,961.0,https://unsplash.com/s/photos/jonesmouth
652,Veronicaport,2024-05-03,2025-09-03,5,Airbnb,2741,Train,161,1.4,1451.0,https://unsplash.com/s/photos/veronicaport
653,Martinton,2023-09-23,2024-10-21,9,Airbnb,123,Rental,186,2.4,154.5,https://unsplash.com/s/photos/martinton
654,Wilsonmouth,2024-06-02,2024-09-24,14,Airbnb,812,Public Transportation,22,3.4,417.0,https://unsplash.com/s/photos/wilsonmouth
655,New Erin,2024-08-09,2024-12-13,12,Hostel,2045,Public Transportation,18,4.4,1031.5,https://unsplash.com/s/photos/new-erin
656,Michaelstad,2024-07-28,2025-05-08,13,Hotel,2361,Public Transportation,33,3.4,1197.0,https://unsplash.com/s/photos/michaelstad
657,Woodardtown,2024-04-22,2025-05-11,5,Resort,1984,Uber,96,1.4,1040.0,https://unsplash.com/s/photos/woodardtown
658,Anthonyton,2024-05-16,2025-05-17,4,Hotel,2099,Rental,233,3.7,1166.0,https://unsplash.com/s/photos/anthonyton
659,West Marcusfurt,2024-02-20,2025-03-22,7,Airbnb,1295,Train,159,4.0,727.0,https://unsplash.com/s/photos/west-marcusfurt
660,West Wendy,2024-03-25,2024-11-24,12,Villa,2500,Public Transportation,29,3.1,1264.5,https://unsplash.com/s/photos/west-wendy
661,West Tammyfurt,2024-03-08,2025-06-19,14,Hotel,2391,Uber,95,4.4,1243.0,https://unsplash.com/s/photos/west-tammyfurt
662,Thompsonstad,2024-01-05,2024-09-27,7,Hostel,568,Train,104,3.7,336.0,https://unsplash.com/s/photos/thompsonstad
663,North Jamesberg,2024-01-24,2025-07-23,12,Resort,2163,Rental,118,4.2,1140.5,https://unsplash.com/s/photos/north-jamesberg
664,Johnside,2024-06-16,2024-11-28,11,Hostel,1736,Train,194,4.0,965.0,https://unsplash.com/s/photos/johnside
665,East Joshuaton,2024-03-09,2024-11-04,5,Airbnb,1913,Public Transportation,46,4.8,979.5,https://unsplash.com/s/photos/east-joshuaton
666,West Gregoryhaven,2024-07-18,2024-11-06,8,Hotel,398,Train,182,2.1,290.0,https://unsplash.com/s/photos/west-gregoryhaven
667,Kevinbury,2024-04-11,2025-08-01,12,Hostel,2148,Uber,51,5.0,1099.5,https://unsplash.com/s/photos/kevinbury
668,Stoutborough,2023-12-07,2025-03-11,8,Hotel,770,Train,239,3.9,504.5,https://unsplash.com/s/photos/stoutborough
669,North Amandachester,2023-10-29,2025-09-08,13,Resort,122,Train,126,1.9,124.0,https://unsplash.com/s/photos/north-amandachester
670,Amyfurt,2024-01-25,2025-07-25,10,Resort,1137,Rental,430,2.5,783.5,https://unsplash.com/s/photos/amyfurt
671,Leehaven,2023-10-06,2025-01-30,12,Airbnb,254,Rental,215,1.9,234.5,https://unsplash.com/s/photos/leehaven
672,South Anthony,2024-02-04,2025-04-18,6,Airbnb,1097,Uber,40,1.1,568.5,https://unsplash.com/s/photos/south-anthony
673,Josephton,2024-05-04,2024-12-29,13,Airbnb,743,Rental,197,4.3,470.0,https://unsplash.com/s/photos/josephton
674,North Alyssa,2023-11-30,2025-01-27,12,Villa,2881,Uber,32,1.0,1456.5,https://unsplash.com/s/photos/north-alyssa
675,South Jason,2024-06-27,2024-10-17,10,Resort,819,Public Transportation,11,4.3,415.0,https://unsplash.com/s/photos/south-jason
676,Jordanborough,2024-09-01,2025-04-20,4,Hotel,2873,Train,196,4.1,1534.5,https://unsplash.com/s/photos/jordanborough
677,Port Sarahmouth,2024-06-20,2025-07-05,7,Resort,132,Rental,178,4.2,155.0,https://unsplash.com/s/photos/port-sarahmouth
678,Micheleland,2023-10-17,2024-11-14,12,Hotel,294,Rental,376,2.5,335.0,https://unsplash.com/s/photos/micheleland
679,North Christopherport,2024-08-16,2025-08-31,7,Hostel,1324,Rental,176,1.2,750.0,https://unsplash.com/s/photos/north-christopherport
680,Crawfordfort,2024-01-10,2025-02-18,10,Resort,1957,Public Transportation,41,3.4,999.0,https://unsplash.com/s/photos/crawfordfort
681,Jamiemouth,2024-08-10,2025-07-12,5,Airbnb,724,Train,52,4.0,388.0,https://unsplash.com/s/photos/jamiemouth
682,West Sarachester,2023-11-05,2024-09-19,4,Hotel,981,Rental,426,4.9,703.5,https://unsplash.com/s/photos/west-sarachester
683,Shawview,2024-09-06,2024-10-26,13,Hostel,1027,Public Transportation,22,2.0,524.5,https://unsplash.com/s/photos/shawview
684,Ryanview,2024-05-01,2024-09-16,9,Resort,2264,Uber,47,3.8,1155.5,https://unsplash.com/s/photos/ryanview
685,Port Michaelview,2024-06-09,2024-10-19,6,Resort,297,Public Transportation,17,4.6,157.0,https://unsplash.com/s/photos/port-michaelview
686,Robertport,2024-04-19,2024-12-02,6,Villa,1605,Train,256,4.6,930.5,https://unsplash.com/s/photos/robertport
687,Torreschester,2023-10-12,2025-03-28,4,Hostel,615,Uber,59,3.2,337.0,https://unsplash.com/s/photos/torreschester
688,North Jameshaven,2024-08-22,2025-02-09,7,Villa,224,Uber,79,1.8,151.5,https://unsplash.com/s/photos/north-jameshaven
689,West Noah,2024-06-06,2024-12-02,13,Villa,971,Public Transportation,24,4.8,497.5,https://unsplash.com/s/photos/west-noah
690,East Adamport,2024-02-25,2024-11-05,11,Resort,2034,Public Transportation,50,1.6,1042.0,https://unsplash.com/s/photos/east-adamport
691,Dennisburgh,2024-06-28,2025-04-07,6,Hotel,893,Uber,51,4.6,472.0,https://unsplash.com/s/photos/dennisburgh
692,Autumnmouth,2024-08-12,2025-09-07,8,Hostel,2208,Rental,361,4.4,1284.5,https://unsplash.com/s/photos/autumnmouth
693,New Jennifer,2024-02-20,2025-04-29,13,Villa,2141,Rental,382,4.0,1261.5,https://unsplash.com/s/photos/new-jennifer
694,Kimport,2024-07-26,2025-03-30,13,Villa,888,Train,86,3.9,487.0,https://unsplash.com/s/photos/kimport
695,Lewisland,2024-01-21,2025-06-28,7,Hotel,1542,Rental,442,2.9,992.0,https://unsplash.com/s/photos/lewisland
696,South Ronald,2024-08-29,2025-06-17,10,Hotel,2581,Public Transportation,19,2.5,1300.0,https://unsplash.com/s/photos/south-ronald
697,Crystalberg,2024-07-20,2025-03-17,8,Villa,2445,Uber,83,1.1,1264.0,https://unsplash.com/s/photos/crystalberg
698,Acostaborough,2023-11-28,2024-10-07,11,Villa,236,Rental,243,2.0,239.5,https://unsplash.com/s/photos/acostaborough
699,Aaronfort,2023-10-30,2024-12-31,13,Resort,968,Uber,73,4.8,520.5,https://unsplash.com/s/photos/aaronfort
700,New Kristina,2024-07-05,2024-10-29,7,Resort,134,Uber,83,4.6,108.5,https://unsplash.com/s/photos/new-kristina
701,Harrisstad,2024-01-11,2024-10-16,12,Airbnb,2738,Train,177,4.7,1457.5,https://unsplash.com/s/photos/harrisstad
702,Heatherport,2024-01-14,2024-11-12,12,Hotel,2650,Uber,71,2.8,1360.5,https://unsplash.com/s/photos/heatherport
703,East Danielberg,2024-03-20,2025-03-30,10,Hostel,1532,Rental,234,2.7,883.0,https://unsplash.com/s/photos/east-danielberg
704,Gregorymouth,2024-05-26,2025-06-13,5,Airbnb,638,Rental,324,4.8,481.0,https://unsplash.com/s/photos/gregorymouth
705,Steeleville,2023-10-24,2025-06-13,4,Airbnb,113,Public Transportation,46,1.8,79.5,https://unsplash.com/s/photos/steeleville
706,Alexandertown,2023-10-12,2025-06-09,4,Villa,2588,Train,131,2.2,1359.5,https://unsplash.com/s/photos/alexandertown
707,Christinaton,2024-04-20,2025-07-13,12,Hostel,1288,Train,215,2.4,751.5,https://unsplash.com/s/photos/christinaton
708,South Kimberlytown,2024-06-27,2025-04-24,12,Hotel,2442,Public Transportation,44,1.1,1243.0,https://unsplash.com/s/photos/south-kimberlytown
709,Suzannestad,2024-08-08,2025-07-16,7,Airbnb,2675,Train,206,2.3,1440.5,https://unsplash.com/s/photos/suzannestad
710,Joneshaven,2024-04-15,2025-01-31,13,Hotel,2113,Rental,289,3.6,1201.0,https://unsplash.com/s/photos/joneshaven
711,North Allen,2024-02-02,2025-03-03,14,Hostel,2563,Public Transportation,50,1.3,1306.5,https://unsplash.com/s/photos/north-allen
712,Port Kerrychester,2023-10-25,2025-02-27,7,Airbnb,1913,Public Transportation,48,1.6,980.5,https://unsplash.com/s/photos/port-kerrychester
713,Port Joseph,2024-02-07,2025-03-18,9,Airbnb,1608,Train,50,2.6,829.0,https://unsplash.com/s/photos/port-joseph
714,Port Adam,2024-07-31,2025-05-01,6,Hotel,1368,Rental,402,1.8,885.0,https://unsplash.com/s/photos/port-adam
715,Lake Michellefurt,2024-03-03,2024-12-08,9,Hotel,1721,Uber,44,3.9,882.5,https://unsplash.com/s/photos/lake-michellefurt
716,West Jonathan,2024-03-08,2025-01-31,7,Airbnb,2170,Uber,92,4.1,1131.0,https://unsplash.com/s/photos/west-jonathan
717,Griffinmouth,2024-01-25,2024-11-09,14,Hostel,2184,Public Transportation,47,1.9,1115.5,https://unsplash.com/s/photos/griffinmouth
718,Mossport,2024-01-12,2025-01-06,10,Villa,2941,Rental,273,1.2,1607.0,https://unsplash.com/s/photos/mossport
719,Davidport,2024-03-27,2025-02-01,8,Hotel,1480,Uber,38,1.4,759.0,https://unsplash.com/s/photos/davidport
720,Lake Shirleyside,2023-10-01,2024-11-26,9,Airbnb,1952,Train,246,2.9,1099.0,https://unsplash.com/s/photos/lake-shirleyside
721,North Kelly,2024-03-28,2025-01-28,9,Resort,322,Public Transportation,43,1.6,182.5,https://unsplash.com/s/photos/north-kelly
722,East Raymondton,2024-02-26,2025-06-05,9,Airbnb,1115,Train,282,1.3,698.5,https://unsplash.com/s/photos/east-raymondton
723,Melissaburgh,2024-02-21,2025-02-13,10,Villa,219,Public Transportation,48,3.0,133.5,https://unsplash.com/s/photos/melissaburgh
724,Drewland,2024-03-03,2024-11-23,14,Hostel,235,Rental,148,3.1,191.5,https://unsplash.com/s/photos/drewland
725,North Melvin,2024-01-25,2025-01-20,13,Airbnb,1376,Rental,265,2.8,820.5,https://unsplash.com/s/photos/north-melvin
726,Port Samuel,2024-07-19,2025-04-27,12,Airbnb,2764,Public Transportation,13,4.3,1388.5,https://unsplash.com/s/photos/port-samuel
727,Arnoldville,2024-06-22,2024-11-28,14,Hotel,2532,Public Transportation,39,2.3,1285.5,https://unsplash.com/s/photos/arnoldville
728,Jessicaside,2023-11-19,2024-12-31,6,Resort,412,Uber,97,4.9,254.5,https://unsplash.com/s/photos/jessicaside
729,Maryberg,2024-08-06,2025-02-01,7,Hotel,1099,Train,251,2.9,675.0,https://unsplash.com/s/photos/maryberg
730,West Jeffrey,2024-05-09,2025-02-17,6,Airbnb,1755,Uber,54,4.4,904.5,https://unsplash.com/s/photos/west-jeffrey
731,East Gregorychester,2024-01-09,2025-06-20,5,Hostel,1657,Rental,198,1.8,927.5,https://unsplash.com/s/photos/east-gregorychester
732,North Anna,2024-08-06,2025-04-09,5,Hotel,2475,Rental,137,4.4,1306.0,https://unsplash.com/s/photos/north-anna
733,Lake Charlene,2023-10-10,2025-08-11,8,Villa,948,Train,225,2.2,586.5,https://unsplash.com/s/photos/lake-charlene
734,Harperburgh,2024-02-14,2025-05-24,5,Hostel,1503,Train,256,1.9,879.5,https://unsplash.com/s/photos/harperburgh
735,Tinaport,2024-05-24,2024-11-13,7,Hotel,1794,Public Transportation,39,4.2,916.5,https://unsplash.com/s/photos/tinaport
736,Port Kevin,2023-12-22,2025-05-03,14,Hostel,1018,Train,168,3.8,593.0,https://unsplash.com/s/photos/port-kevin
737,East Donald,2023-12-05,2024-11-12,5,Airbnb,1123,Train,120,2.6,621.5,https://unsplash.com/s/photos/east-donald
738,Wilsonmouth,2023-10-10,2025-08-15,6,Airbnb,739,Public Transportation,37,4.6,388.0,https://unsplash.com/s/photos/wilsonmouth
739,Lake Joshua,2024-07-25,2025-03-03,8,Hotel,623,Rental,488,1.8,555.5,https://unsplash.com/s/photos/lake-joshua
740,South Patrickshire,2024-06-18,2025-03-27,14,Hotel,395,Train,187,3.3,291.0,https://unsplash.com/s/photos/south-patrickshire
741,Lake Melissa,2024-02-18,2025-05-15,14,Resort,211,Public Transportation,16,1.9,113.5,https://unsplash.com/s/photos/lake-melissa
742,North Marilynport,2023-10-01,2024-09-17,4,Hotel,1939,Uber,24,2.3,981.5,https://unsplash.com/s/photos/north-marilynport
743,Garyport,2023-11-14,2025-02-05,8,Villa,2535,Train,78,1.4,1306.5,https://unsplash.com/s/photos/garyport
744,Jeremybury,2024-07-08,2025-06-30,14,Hotel,2129,Uber,97,4.6,1113.0,https://unsplash.com/s/photos/jeremybury
745,New Barry,2024-05-28,2024-10-29,8,Hostel,1269,Uber,40,3.5,654.5,https://unsplash.com/s/photos/new-barry
746,Port Christinehaven,2024-02-23,2025-03-24,8,Hotel,248,Train,229,4.4,238.5,https://unsplash.com/s/photos/port-christinehaven
747,East Ryan,2024-06-21,2024-10-30,6,Airbnb,2102,Rental,438,2.2,1270.0,https://unsplash.com/s/photos/east-ryan
748,Briggsbury,2024-06-02,2025-05-16,3,Hostel,1632,Rental,162,5.0,897.0,https://unsplash.com/s/photos/briggsbury
749,West Daniellefurt,2024-07-27,2025-07-05,3,Hotel,1758,Train,128,2.4,943.0,https://unsplash.com/s/photos/west-daniellefurt
750,West Adrianberg,2024-07-13,2025-01-28,11,Hotel,1323,Train,124,4.3,723.5,https://unsplash.com/s/photos/west-adrianberg
751,Williamsstad,2024-07-06,2025-04-15,9,Villa,1876,Train,227,3.4,1051.5,https://unsplash.com/s/photos/williamsstad
752,Millerchester,2024-06-13,2025-01-20,6,Resort,553,Uber,73,3.8,313.0,https://unsplash.com/s/photos/millerchester
753,East Margaretbury,2023-10-25,2025-07-05,13,Villa,1088,Public Transportation,31,2.5,559.5,https://unsplash.com/s/photos/east-margaretbury
754,Johnsmouth,2024-01-28,2025-01-18,11,Resort,220,Train,104,2.8,162.0,https://unsplash.com/s/photos/johnsmouth
755,South Nathan,2024-07-14,2025-01-14,9,Hostel,2127,Train,252,3.4,1189.5,https://unsplash.com/s/photos/south-nathan
756,South Curtisview,2023-10-05,2025-01-22,7,Resort,942,Rental,216,2.0,579.0,https://unsplash.com/s/photos/south-curtisview
757,East Joseph,2023-12-08,2025-07-22,11,Resort,781,Train,227,2.5,504.0,https://unsplash.com/s/photos/east-joseph
758,Joetown,2023-12-10,2025-06-12,14,Airbnb,1296,Rental,439,2.8,867.5,https://unsplash.com/s/photos/joetown
759,North Taylorshire,2024-07-14,2025-07-22,13,Airbnb,225,Train,55,2.1,140.0,https://unsplash.com/s/photos/north-taylorshire
760,Lake Matthew,2024-07-06,2025-07-08,3,Resort,2287,Uber,42,4.7,1164.5,https://unsplash.com/s/photos/lake-matthew
761,West Wayne,2023-12-25,2025-07-22,7,Airbnb,303,Public Transportation,13,1.3,158.0,https://unsplash.com/s/photos/west-wayne
762,Lake Martin,2024-03-29,2025-01-10,13,Villa,292,Train,268,3.9,280.0,https://unsplash.com/s/photos/lake-martin
763,Matthewsland,2024-02-03,2024-10-18,11,Hostel,1242,Train,110,3.4,676.0,https://unsplash.com/s/photos/matthewsland
764,West Yvonneport,2023-09-22,2025-03-18,3,Hostel,1035,Uber,87,1.9,561.0,https://unsplash.com/s/photos/west-yvonneport
765,Lake Kennethtown,2024-02-21,2025-04-04,3,Hostel,798,Train,250,1.3,524.0,https://unsplash.com/s/photos/lake-kennethtown
766,Port Jonstad,2024-04-16,2025-08-13,3,Resort,912,Uber,42,2.1,477.0,https://unsplash.com/s/photos/port-jonstad
767,Jamesmouth,2023-12-25,2025-01-14,5,Airbnb,2892,Public Transportation,29,1.9,1460.5,https://unsplash.com/s/photos/jamesmouth
768,Piercechester,2023-10-01,2025-06-02,4,Hostel,2820,Rental,169,4.4,1494.5,https://unsplash.com/s/photos/piercechester
769,Michaelville,2024-04-16,2025-02-06,5,Hotel,1852,Rental,144,1.4,998.0,https://unsplash.com/s/photos/michaelville
770,Johnton,2024-09-08,2025-07-11,3,Resort,1857,Train,211,3.7,1034.0,https://unsplash.com/s/photos/johnton
771,Christineville,2023-10-28,2025-03-27,5,Hotel,1505,Train,140,2.6,822.5,https://unsplash.com/s/photos/christineville
772,Port Lawrence,2024-05-05,2024-10-03,7,Hotel,2228,Rental,168,4.9,1198.0,https://unsplash.com/s/photos/port-lawrence
773,Ronaldborough,2023-10-31,2025-03-20,14,Hotel,1854,Rental,418,1.2,1136.0,https://unsplash.com/s/photos/ronaldborough
774,Andrewsfort,2024-08-24,2025-08-07,8,Hostel,2291,Rental,211,4.2,1251.0,https://unsplash.com/s/photos/andrewsfort
775,Anthonybury,2024-05-25,2025-07-13,14,Hostel,314,Public Transportation,11,2.6,162.5,https://unsplash.com/s/photos/anthonybury
776,West Richardburgh,2024-01-23,2025-03-27,13,Airbnb,1151,Public Transportation,50,2.4,600.5,https://unsplash.com/s/photos/west-richardburgh
777,Port Ashley,2024-09-07,2025-05-10,8,Airbnb,1419,Public Transportation,26,2.2,722.5,https://unsplash.com/s/photos/port-ashley
778,East Renee,2024-01-09,2025-04-02,11,Resort,910,Uber,23,4.8,466.5,https://unsplash.com/s/photos/east-renee
779,North Ashley,2023-12-15,2024-09-29,13,Hotel,270,Train,223,1.3,246.5,https://unsplash.com/s/photos/north-ashley
780,Alexandraberg,2024-05-24,2024-11-15,3,Villa,254,Train,87,3.0,170.5,https://unsplash.com/s/photos/alexandraberg
781,Lake Jeffreyborough,2024-06-13,2024-11-04,11,Hostel,1736,Public Transportation,22,1.5,879.0,https://unsplash.com/s/photos/lake-jeffreyborough
782,Kimberlymouth,2023-10-09,2025-08-20,5,Airbnb,2541,Rental,462,2.6,1501.5,https://unsplash.com/s/photos/kimberlymouth
783,Williamsfurt,2024-03-10,2025-08-27,5,Villa,2434,Rental,461,3.7,1447.5,https://unsplash.com/s/photos/williamsfurt
784,Evansview,2024-04-05,2025-07-11,5,Airbnb,428,Public Transportation,11,3.9,219.5,https://unsplash.com/s/photos/evansview
785,Brianmouth,2024-06-09,2025-02-06,12,Airbnb,1315,Rental,211,1.3,763.0,https://unsplash.com/s/photos/brianmouth
786,West Michael,2024-08-04,2024-11-23,6,Hotel,2004,Public Transportation,32,1.1,1018.0,https://unsplash.com/s/photos/west-michael
787,New Kimberly,2024-05-17,2025-09-08,11,Resort,1054,Public Transportation,48,1.0,551.0,https://unsplash.com/s/photos/new-kimberly
788,Lambertville,2024-05-21,2025-08-10,7,Airbnb,990,Train,60,4.1,525.0,https://unsplash.com/s/photos/lambertville
789,Christinaburgh,2024-04-04,2024-12-16,12,Hostel,1659,Uber,53,3.7,856.0,https://unsplash.com/s/photos/christinaburgh
790,Philiphaven,2024-05-15,2025-08-04,11,Hostel,1521,Train,117,1.7,819.0,https://unsplash.com/s/photos/philiphaven
791,Richardburgh,2023-12-31,2025-06-16,13,Villa,1913,Public Transportation,43,1.7,978.0,https://unsplash.com/s/photos/richardburgh
792,North Nicholas,2024-08-30,2025-01-24,11,Hostel,278,Train,116,1.4,197.0,https://unsplash.com/s/photos/north-nicholas
793,Clarkshire,2023-11-18,2025-04-20,10,Hostel,126,Uber,90,4.0,108.0,https://unsplash.com/s/photos/clarkshire
794,New Kennethton,2024-09-10,2025-01-01,9,Hostel,275,Public Transportation,20,1.7,147.5,https://unsplash.com/s/photos/new-kennethton
795,Millerberg,2023-12-21,2025-03-24,12,Resort,1339,Rental,256,2.6,797.5,https://unsplash.com/s/photos/millerberg
796,Tonyberg,2023-09-28,2025-05-12,9,Airbnb,2016,Uber,37,1.3,1026.5,https://unsplash.com/s/photos/tonyberg
797,Alexandrafort,2023-12-31,2025-04-19,5,Hotel,250,Uber,54,4.2,152.0,https://unsplash.com/s/photos/alexandrafort
798,Williamview,2024-03-31,2025-02-11,13,Airbnb,301,Train,71,2.0,186.0,https://unsplash.com/s/photos/williamview
799,South Jessica,2024-02-15,2024-12-13,9,Villa,1129,Rental,465,2.0,797.0,https://unsplash.com/s/photos/south-jessica
800,East Davidfort,2024-08-05,2025-07-18,11,Hostel,2934,Train,238,4.5,1586.0,https://unsplash.com/s/photos/east-davidfort
801,Jeanbury,2024-03-16,2025-01-14,8,Airbnb,1122,Public Transportation,33,1.4,577.5,https://unsplash.com/s/photos/jeanbury
802,Batestown,2024-08-24,2025-01-04,7,Hotel,2265,Train,242,1.4,1253.5,https://unsplash.com/s/photos/batestown
803,Anthonychester,2024-07-23,2025-01-28,13,Resort,2722,Uber,45,4.4,1383.5,https://unsplash.com/s/photos/anthonychester
804,West Ashley,2024-05-30,2025-09-06,13,Hostel,2080,Public Transportation,48,2.9,1064.0,https://unsplash.com/s/photos/west-ashley
805,Clarkport,2024-03-25,2025-09-07,12,Hostel,1369,Train,187,1.6,778.0,https://unsplash.com/s/photos/clarkport
806,Hoffmanbury,2024-08-20,2024-09-19,3,Airbnb,973,Public Transportation,27,2.5,500.0,https://unsplash.com/s/photos/hoffmanbury
807,Veronicaside,2024-05-14,2025-03-18,3,Hostel,391,Public Transportation,29,2.9,210.0,https://unsplash.com/s/photos/veronicaside
808,Stephenside,2023-12-05,2025-04-18,8,Hotel,2682,Rental,409,1.7,1545.5,https://unsplash.com/s/photos/stephenside
809,Port Nicolas,2024-07-12,2024-10-17,11,Villa,2889,Public Transportation,25,4.8,1457.0,https://unsplash.com/s/photos/port-nicolas
810,Wheelerview,2024-05-30,2025-04-15,6,Villa,2907,Train,108,2.0,1507.5,https://unsplash.com/s/photos/wheelerview
811,Port Jenniferberg,2024-07-22,2024-11-06,7,Airbnb,2143,Train,264,3.5,1203.5,https://unsplash.com/s/photos/port-jenniferberg
812,Port Michael,2024-01-03,2025-03-23,8,Airbnb,2129,Public Transportation,43,3.0,1086.0,https://unsplash.com/s/photos/port-michael
813,West Michael,2024-05-22,2024-09-22,14,Villa,2899,Uber,45,4.4,1472.0,https://unsplash.com/s/photos/west-michael
814,East Michaelland,2024-05-01,2025-07-15,12,Hostel,985,Train,76,1.5,530.5,https://unsplash.com/s/photos/east-michaelland
815,East Kelly,2024-03-14,2025-05-30,8,Hotel,2704,Train,204,2.0,1454.0,https://unsplash.com/s/photos/east-kelly
816,West Alexandrachester,2024-06-17,2024-10-06,9,Villa,2304,Uber,22,4.3,1163.0,https://unsplash.com/s/photos/west-alexandrachester
817,Woodchester,2024-07-08,2024-11-29,7,Hotel,2269,Train,289,3.2,1279.0,https://unsplash.com/s/photos/woodchester
818,South Samantha,2023-12-01,2025-05-16,13,Villa,2380,Uber,26,3.4,1203.0,https://unsplash.com/s/photos/south-samantha
